HGNC symbol	EntrezGene ID
SUCNR1	56670
SENP8	123228
GSTM3	2947
ARRDC3	57561
FYN	2534
HIST2H2BC	337873
TPGS1	91978
ODF3L2	284451
CDH11	1009
CARSP1	
HIST2H3A	333932
PYCR1	5831
LCE3A	353142
RCC2P2	
DDX43P1	
PSMD10P2	
HINT1P2	
C9orf41-AS1	
TNFRSF6B	8771
NCF2	4688
SAPCD2P1	
TASP1	55617
DPY19L3	147991
MRAP	56246
MRM3	55178
SLC35C2	51006
	101928399
ABCG2	9429
	105371252
IMMP1L	196294
HACD2	201562
TRAM2-AS1	401264
ATP2B2-IT2	100874325
CSMD3	114788
SNRPGP13	
SUMO2P13	
TMEM182	130827
ADM2	79924
NDUFA5P12	
MYLK-AS2	100873940
ZNF299P	
CARD16	114769
RPL10AP2	
IFT80	57560
NAT14	57106
ATP6V1G1P2	
LINC01230	
MXRA5	25878
LCE1E	353135
DBN1	1627
RPS29P21	
LINC00865	643529
ATP2B2-IT1	
RPS13P2	
RPL6P2	
ZBTB20-AS1	100131117
IWS1	55677
GRIN2A	2903
PUS10	150962
CST5	1473
RPL36AP33	
MTND2P26	
MS4A7	58475
PAICSP6	
LEFTY2	7044
ZYG11AP1	
SFTPA1	653509
PITX3	5309
LHFPL3-AS2	723809
SDCCAG8	10806
TMEM59	9528
CATSPER2P1	440278
MTND1P36	
SLIT3	6586
PPP1R14C	81706
KIF1B	23095
NANOGNBP3	
NEDD4	4734
SDAD1P1	
OR7E53P	
SIAH2	6478
	105377736
SESN1	27244
SLC39A4	55630
CCDC168	643677
	101929583
MTND2P14	
FTH1P3	
LINC01484	101928136
RASGRF1	5923
RPL7P37	
RPL21P132	
RPL21P18	
WDR34	89891
SLC4A1APP1	
CCNC	892
STK32B	55351
LINC01242	
LINC00559	100874187
RABL6	55684
PWRN4	
CYP7A1	1581
PLCG2	5336
RPE65	6121
LCE1F	353137
CYCSP53	
MTND6P5	
IGLV3-22	
	8209
	102724023
ERVMER61-1	
IL10RB-AS1	
FPGS	2356
SNX11	29916
C17orf80	55028
PPM1G	5496
LHFPL3	375612
RNF128	79589
ABHD3	171586
CYP2C9	1559
RBM4B	83759
RAB8A	4218
SLC4A1APP2	
PFN1P4	
FTH1P16	
FAM71E2	284418
SCN1B	6324
SRD5A3	79644
MT1F	4494
RYR3	6263
SELENOH	280636
REG1A	5967
CEACAM6	4680
SEPT2P1	
	101927430
	343052
TBK1	29110
OR7E23P	
DUXB	
	440600
C22orf24	
POLR2K	5440
PLAU	5328
SPACA3	124912
MAML1	9794
TPRG1	285386
EIF5A2	56648
NIFKP3	
GJA1P1	
ZNF705E	
RCC2P3	
FEM1AP4	
IQCG	84223
H2BFWT	158983
	101928012
LRRC61	65999
FAM197Y3	
SPDYE15P	
FER	2241
LINC00387	
	101927635
SAMM50P1	
KIF5B	3799
TMEM217	221468
EEF1A1P19	
KRT18P66	
SEPHS1P7	
MEMO1P5	
ZYG11B	79699
INSL4	3641
MKRN3-AS1	
OXER1	165140
	102724804
	256880
DPYS	1807
ACSM4	341392
CACNG5	27091
NEFMP1	
GAPDHP62	
	105378311
FGFBP1	9982
RAG1	5896
COX11	1353
FSBP	100861412
	101928766
ANKRD63	100131244
OPN3	23596
UBE2E1-AS1	100874092
SLC19A3	80704
PLCB2-AS1	
TRAJ26	
FOXB2	442425
SMAP2	64744
	107984156
SLC20A1P2	
C11orf98P1	
DPPA2P4	
IGHV1-18	
PTP4A2	8073
FLCN	201163
ARL5AP2	
GLYATL1	92292
GLYATL1	100287413
TBX4	9496
CALML3-AS1	
VTCN1	79679
GSTA7P	
OR4F28P	
MEIKIN	728637
CNOT6LP1	
RFPL1S	
IL16	3603
IPPKP1	
LINGO1	84894
ST6GAL1	6480
THRAP3P1	
UBR4	23352
BTF3L4	91408
	100507283
MINPP1	9562
RPL36AP10	
PA2G4	5036
TPO	7173
HFE2	148738
RCC2P4	
CALML3	810
FLYWCH1	84256
PAQR4	124222
NR2F2-AS1	644192
SMTNL2	342527
ZFP90	146198
NFE2L3P1	
ARHGEF19	128272
MC4R	4160
RFC5P1	
TMEM154	201799
TCIRG1	10312
NBEAP1	
PRR5-ARHGAP8	553158
TXNRD3NB	645840
OSBPL10-AS1	100874206
ELMO2	63916
UBE2E3	10477
RBM22P6	
C9orf129	445577
SLC7A2	6542
LINC01072	104355137
UBTD1	80019
XAGE1A	653067
XAGE1A	653220
SOX9	6662
NOXO1	124056
KDM5B	10765
	102723895
EIF2S2	8894
RCL1	10171
NUDT7	283927
AZIN1-AS1	
ZNF285B	
AKR1C8P	340811
CHCHD2P6	
PRR26	
GLI4	2738
	103191607
IFNG-AS1	100885789
PLA2G4E-AS1	101928388
HCRTR1	3061
RPL31P56	
	101927722
RPS3AP42	
BZW2	28969
LINC01228	
TSPY9P	728395
MPEG1	219972
DHFRP1	
MTMR2	8898
TCEB3CL	728929
TCEB3CL	101930165
SLC25A24	29957
NLGN3	54413
SPAG17	200162
ADCY6	112
DYNLT3P2	
C1orf186	440712
LMAN1L	79748
EPB41L4B	54566
CHIAP3	
LRRC8C	84230
IL7R	3575
CLDN1	9076
RS1	6247
TRPA1	8989
CDK19	23097
EMCN	51705
EBF3	253738
SYT14P1	
RPL9P2	
RBM18	92400
RPS26P31	
CDH23	64072
TMEM132D	121256
PEBP1P1	
SNRPEP10	
TP53	7157
LINC01523	
EBAG9	9166
AMACR	23600
CNN3P1	
UBTFL9	
COPS2	9318
TEX101	83639
FTH1P6	
LINC00996	285972
RBMX2P3	
	100996465
TNS4	84951
RHCG	51458
RCN1P1	
HNRNPA1P70	
IGFBP6	3489
C1orf131	128061
OR8S21P	
TSLP	85480
PDCD4-AS1	
GCLC	2729
KATNAL2	83473
EWSR1	2130
TPSD1	23430
MSC-AS1	100132891
STIP1P3	
HID1-AS1	102723641
CSF1R	1436
PHKG1P1	
MYPOP	339344
GSTA2	2939
PHF14	9678
SEPT7P4	
MTA2	9219
ITGB3BP	23421
BOLA3P1	
EIF1B-AS1	440952
LRRC46	90506
FAM86JP	100125556
L3MBTL3	84456
TUNAR	100507043
CD24P2	
FANCA	2175
GNS	2799
MRPS17P3	
KDELC2	143888
COL27A1	85301
BBIP1	92482
OR8B3	390271
ATXN2L	11273
LETM2	137994
ALG1L	200810
CCDC11P1	
TLL2	7093
ZNF469	84627
USP17L19	100287404
OR52E8	390079
PTPRO	5800
MED12L	116931
	284080
KLHDC8A	55220
PNMT	5409
THRIL	102659353
HMGA1P4	
RUNDC3B	154661
LINC01580	101927129
SH3PXD2A-AS1	100505839
TM4SF19-AS1	100874214
MUC13	56667
TXLNB	167838
NEK11	79858
SERGEF	26297
MRPS17	51373
ZNF710	374655
PRDM11	56981
CDK17	5128
GPAT3	84803
RPL21P4	
NME1P1	
KRT18	3875
RPL21P75	
EIF4BP6	
OR52N1	79473
NAV2-AS5	100874012
CCDC144CP	
HMMR	3161
OR52P1P	
TDRD1	56165
	91370
C10orf71	118461
MTNR1A	4543
PNMAL2	57469
EFCAB11	90141
PPP1R9A	55607
IGBP1P3	
RNF152P1	
	102724933
RPL30P4	
LINC01310	100128946
DNAJA1P3	
LINC00950	
NACAP3	
CACNG4	27092
RAB28	9364
SMCO1	255798
ANKRD27	84079
ZWINT	11130
E2F4P1	
SNX12	29934
SNX30	401548
HIST1H2AA	221613
STT3A	3703
GAPDHP42	
ITGBL1	9358
BCORL1	63035
C6orf132	647024
CCDC85B	11007
ANKRD28	23243
CUBNP2	
IQCB2P	
ADRA1D	146
AICDA	57379
RPL37P4	
RPL7AP38	
OR7G1	125962
OR5AO1P	
OR51M1	390059
RAB6C	84084
DPT	1805
ADGRD1	283383
SPTLC1P2	
OR51A10P	
STARD8	9754
DTD2	112487
OGFR	11054
HYAL1	3373
LINC00970	101978719
XIAPP1	
WDR7	23335
KRT16P4	
NEK2P4	
MT1A	4489
OVOL3	728361
VWA9	81556
RPL29P7	
FCF1P4	
RNF185-AS1	
PRSS16	10279
TEX37	200523
SGSM1	129049
SLC6A12	6539
NOVA1	4857
TKT	7086
ALX1	8092
TMPRSS13	84000
SUN1	23353
LINC00536	100859921
IL22	50616
UPF3AP2	
SLC16A12	387700
CLASP2	23122
ANKAR	150709
TRAK1	22906
RBP7	116362
HRCT1	646962
COPS5	10987
OR4A41P	
OR10K1	391109
HSPA8P1	
OR2A20P	401428
DLGAP1-AS2	
BTG3P1	
KRT128P	
SPNS3	201305
CYS1	192668
REG1CP	
STK33P1	
KDM8	79831
EPS15	2060
SPDYE11	
ATP2A1-AS1	100289092
IL37	27178
VCY	9084
TP53TG1	
	101927907
UTP14A	10813
PCED1A	64773
CERS6-AS1	100861402
LRRC34	151827
NAA38	84316
RC3H1	149041
LINC01630	100287225
RCOR2	283248
	101927244
KRT8P24	
RGL3	57139
NDUFB4P12	
OSGEPL1-AS1	
BLACAT1	
ARFIP1	27236
TPSP2	
EMBP1	647121
KDM7A	80853
TAF9P2	
NPHP3-AS1	348808
KLHL1	57626
HMGN2P36	
ANKHD1-EIF4EBP3	404734
EIF1AX-AS1	100874078
ST3GAL5-AS1	
ABHD12B	145447
	105371267
ARMC12	221481
EXOC6B	23233
CCDC37-AS1	100506907
OSGEPL1	64172
TSPEAR-AS2	
BPIFA4P	317716
MSANTD2P1	
FAR1P1	
PNP	4860
NKIRAS2	28511
MRPS14	63931
PSMA6P2	
STAU1	6780
C22orf42	150297
IGHEP1	
ZNF750	79755
LINC01561	404216
CALM1	801
CALM1	805
CALM1	808
ERG	2078
DDO	8528
SLC38A5	92745
CT47A8	728049
MOS	4342
MPST	4357
RPS3AP35	
GRIK2	2898
LINC01132	100506810
MIR3180-2	
TAX1BP1	8887
BOD1L2	284257
SCLT1	132320
CSPG4P4Y	
KNSTRN	90417
ZNF680P1	
THEMIS2	9473
ZNF317	57693
RPS12P28	
OR4M2	390538
PRKCA	5578
SPTLC1P1	
	101927702
SLX1A	548593
SLX1A	105369236
STYX	6815
GUCY2C	2984
BMPR1APS1	
SLC4A7	9497
LDHAP2	
LDHAP4	
SSPN	8082
TERF2IP	54386
NOL6	65083
KCTD18	130535
LINC00519	
SYNE1-AS1	
HMGA1P5	
ZNF608	57507
ZNF503-AS2	100131213
MIRLET7BHG	400931
MIRLET7BHG	406883
MIRLET7BHG	406884
MIRLET7BHG	100616143
MRPS34	65993
CYCSP19	
TPMTP3	
RAB9AP2	
RNU6-648P	
RSPH10B2	728194
MIR4418	100616433
RNU11	26824
RNU6-538P	
BOLA3P4	
MIR3591	100616357
TMIE	259236
MIR668	768214
RNA5SP290	
TPMTP2	
ADAMTS1	9510
RNA5SP515	
WDR59	79726
MIR558	693143
MIR3687-2	103504728
SNORD15A	6079
RNA5SP172	
NEGR1	257194
RN7SL577P	
ZNF768	79724
RN7SL186P	
RNA5SP204	
SNORD116-12	100033424
MIR7641-1	102465752
LINC00535	642924
RNU6-411P	
POPDC2	64091
RNY3P1	
RNU6-888P	
GPATCH11	253635
MIR6515	102466659
MIR640	693225
RN7SKP24	
IMMTP1	
RNA5SP28	
LINC01485	
RN7SKP99	
RNU6-992P	
SNORD15B	114599
LINC01568	100506172
HMGN1P18	
MIR6071	102466516
ZNF503	84858
RNU11-3P	
TMSB10P1	
RNA5SP163	
RNA5SP310	
SYT8	90019
RNU6-400P	
MIR6737	102465441
RN7SL52P	
FAM49A	81553
CSTB	1476
RNU6-754P	
SNORD115-23	100033800
RNU6-1027P	
RNU6-240P	
RNU1-82P	
RN7SL352P	
LINC00923	91948
SNORA5C	677796
MIR3616	100500814
SPDYE17	
MYBPC1	4604
SLC22A14	9389
NPC1L1	29881
RN7SKP222	
CDR2L	30850
LHX5	64211
RNU4-36P	
PLPPR1	54886
RN7SL34P	
CACNA1H	8912
PRMT2	3275
RNU6-806P	
LYST	1130
FAF1	11124
RNU6-749P	
RN7SL403P	
LRRIQ1	84125
OR13C7	
RN7SL718P	
SLC27A6	28965
FAM27C	105379444
SNORD22	9304
NOL4	8715
MIR548F2	100313771
MIR6842	102465507
MIR6821	102465493
NTNG2	84628
RNU6-947P	
RN7SL144P	
SNORD70	692110
HSFY7P	
RNU6-743P	
RNA5SP161	
ANKRD20A7P	
GAPDHP16	
RN7SL269P	
GAGE13	645051
RNU7-38P	
IGLV3-6	
IGLV2-5	
HPS3	84343
AACS	65985
RNA5SP223	
RN7SKP296	
RPLP0	6175
HSPE1P6	
RNU6-1116P	
RN7SL106P	
SLN	6588
RNU6-1158P	
FAM175A	84142
RNU6-476P	
RNU6-827P	
CKMT1B	1159
TMEM248	55069
ORM2	5005
CDIPT-AS1	440356
CCNY	219771
PRMT8	56341
RN7SKP80	
RNU6-1338P	
OR7L1P	
MIR3166	100423040
RN7SL782P	
MIR1243	100302188
MIR124-2HG	
NTHL1	4913
MIR339	442907
RN7SKP176	
RNA5SP224	
ARL6IP1	23204
MIR6511A2	102466812
MIR128-1	406915
RNA5SP211	
RNU6-26P	
LINC01118	388948
RN7SKP131	
NDUFC1	4717
RNA5SP269	
DIP2C	22982
NDUFA5P10	
RNU1-4	6060
SOWAHD	347454
RNU2-65P	
RN7SL738P	
RNU6-327P	
ARMC4	55130
RNA5SP88	
IDSP1	
SMKR1	100287482
RN7SL503P	
PLEKHJ1	55111
PLEKHJ1	102466736
RN7SL585P	
ADAD1P2	
MIR509-2	100126301
MIR449C	100313923
MIR105-1	406897
	401463
EID1	23741
ITGB7	3695
RNA5SP56	
RN7SL800P	
PDE4A	5141
RNU6-1270P	
ZC3H12D	340152
RN7SL683P	
RNU7-124P	
MIR222	407007
TNFSF4	7292
SNORD115-30	100033804
RNU2-13P	
RPL21P24	
RN7SKP114	
RNA5SP296	
ATP6V0E1P4	
MIR3197	100423023
DEFA4	1669
RNU6-486P	
RNA5SP244	
ISCUP1	
COX6B1P2	
TBX18-AS1	102724201
MIR502	574504
NDUFS8	4728
NDUFS8	100616403
NDUFS8	102465669
SNORD12C	
MIR4255	100422898
TRAPPC1	58485
MAGEC3	139081
ARAP3	64411
UTY	7404
BRMS1L	84312
OR13D2P	
METTL1	4234
MIR6738	102465442
RNA5SP252	
RN7SL223P	
MAPRE2	10982
RNA5SP23	
SNORD88C	
TBX18	9096
RN7SL279P	
SNRNP40	9410
HDAC3	8841
SNORA50A	677830
BTBD7P1	
OLA1	29789
RN7SKP5	
MIR4266	100423027
RNU1-32P	
RNU6-483P	
MIR6786	102465471
GDE1	51573
SLC12A5	57468
RNA5SP206	
MRPL36	64979
RNU6-275P	
MIR4727	100616416
LARGE-AS1	100506195
MRPS10	55173
C8orf48	157773
RN7SL717P	
RNU6-984P	
MIR3186	100422944
RNU6-1150P	
RN7SL851P	
RN7SL316P	
RIMBP3B	440804
RNA5SP382	
MIR181A1	406995
MIR495	574453
RNU6-770P	
RNU2-43P	
IRX6	79190
RNA5SP242	
FABP6	2172
MIR6087	102464835
FBXL14	144699
GAPDHP74	
ERICH4	100170765
DPH3	285381
UPB1	51733
WISP2	8839
	101929374
NEGR1-IT1	100852409
MAGEC2	51438
RARRES2P7	
SLC23A2	9962
RSBN1L	222194
CCR8	1237
RPL23AP4	
HOXC10	3226
KTN1-AS1	100129075
ACTR3P2	
ERH	2079
UTP20	27340
SPRR2B	6701
MRPS18C	51023
CCNK	8812
ANGPTL4	51129
LINC00237	
PPP2R2B-IT1	100874361
RIPK1	8737
CHST3	9469
H2AFZ	3015
IGKV2D-29	
WDR44	54521
ZNF81	347344
ARPC5	10092
RASSF8	11228
IQCF3	401067
ARHGEF38	54848
C11orf1	64776
SPATA3-AS1	348761
SPTB	6710
SPTB	102465841
LINC00269	100996279
RRS1	23212
ATP6V1E1	529
CT47A4	728075
SZT2-AS1	
CFAP161	161502
LINC01216	100874275
SLC35A4	113829
IGKV2D-28	
LYRM7	90624
LINC00251	552859
FBXW11	23291
KCTD21-AS1	100289388
CCDC62	84660
PAPSS2	9060
SLC22A6	9356
CEP104	9731
CD46P1	
OR2D3	120775
OR51E1	143503
RPL22L1	200916
KCNJ11	3767
DHRS2	10202
SSBP4	170463
KBTBD2	25948
SEC11C	90701
ARPC3P5	
SVIL	6840
PIGS	94005
MAB21L3	126868
XGY1	
C2orf72	257407
FAM72B	653820
KRT18P43	
MMP1	4312
EXTL3-AS1	101929402
TMEM35B	100506144
PDK3	5165
KIF21B	23046
USF1	7391
CYP46A4P	
MTND1P2	
IGKV2OR2-10	
GAPDHP2	
ZNF691	51058
LRRC14B	389257
GLOD4	51031
MTDHP1	
PSMA6	5687
SLC7A15P	
LINC00853	100874253
HOXA13	3209
TRAF3	7187
PSMB7P1	
FN1	2335
SLC10A1	6554
PDCD6IP	10015
WAC	51322
ARL14EPL	644100
TCEB1P19	
TSPEAR	54084
MAP1LC3P	
IL20RB-AS1	
MILR1	284021
KCNJ13	3769
MSC	9242
WNT2	7472
EIF1B	10289
	340357
ZDHHC11B	
CRLF2	64109
NMRAL1	57407
RHOB	388
FXR1	8087
	101927120
INAFM1	255783
CARD14	79092
HMGN1P37	
LPCAT4	254531
OR11G2	390439
MACROD2-AS1	100379174
SNX18P7	
C4BPAP2	
ATP1A3	478
LTBP1	4052
SH2D2A	9047
PHKG2	5261
SCAMP1-AS1	728769
NUDT1	4521
RINT1	60561
F11-AS1	285441
WDFY1	57590
CCT2	10576
KRT8P15	
ROBO3	64221
HAUS4	54930
HAUS4	100616424
ULK4	54986
GAPDHP59	
LPP	4026
	101927115
COL6A2	1292
SCARF1	8578
ATXN3	4287
RSPH10B	222967
BCOR	54880
PPIP5K2	23262
ADCY10P1	221442
	266917
DNAJA3	9093
DMTN	2039
	102723373
KAT8	84148
HNRNPA1P14	
STK36	27148
LAMA2	3908
C2CD3	26005
TMEM91	641649
DEPDC1-AS1	101927220
CD96	10225
PFKFB1	5207
CYP4A22-AS1	
GPR149	344758
MTTP	4547
NPAP1P6	
NPHP3-ACAD11	
MTMR3	8897
RAB29	8934
SLAIN1	122060
MAP7	9053
C1QBPP2	
CNR1	1268
MESTP3	
C5orf46	389336
INAFM2	
KCTD8	386617
RAD1P2	
C1RL	51279
AIM2	9447
CYP2T3P	
C16orf62	57020
TRA2B	6434
CYP2B7P	1556
RPL36P16	
POLR3KP1	
TTN	7273
SERPINI1	5274
PHOSPHO1	162466
PPFIA2	8499
FAM153B	202134
FAM153B	100507387
SLIT1-AS1	100505540
SERINC2	347735
FZD10-AS1	440119
CXCR2	3579
GAK	2580
TTC38	55020
IGHD4OR15-4A	
WNT5B	81029
B3GNT5	84002
TTC26	79989
TCEB1P7	
SSU72P1	
HNRNPA3P2	
SP5	389058
TSPEAR-AS1	
NUDT16P1	152195
NFIX	4784
PCCA-AS1	
MDM1	56890
CDC42EP2	10435
WDR83OS	51398
WNT2B	7482
SULF2	55959
CTSLP6	
MTCO1P51	
ZNF33B	7582
RPS26P41	
FAIM	55179
PHBP16	
ZNF169	169841
LINC00843	
	101930072
COX6B1P3	
CXorf66	347487
ERLEC1	27248
SRRM5	100170229
JAKMIP2	9832
IQSEC1	9922
	283332
CIZ1	25792
SLC5A9	200010
SPIN1	10927
ARMC10P1	
NT5DC1	221294
TRGV11	
TRGVA	
MROH2B	133558
ASB17	127247
WWC3-AS1	
NMTRQ-TTG12-1	
COPG2	26958
RPL17P43	
TAS2R39	259285
TRGV6	
POGLUT1	56983
LDHBP1	
SLC28A3	64078
TAF6	6878
MEPE	56955
PPIP5K1	9677
EFEMP2	30008
SERPINE4P	
OR10A5	144124
H3F3BP2	
TEP1	7011
NDUFA5P1	
GRPEL2-AS1	106144529
ADARB2	105
OGFOD3	79701
LINC01399	104310353
FGFBP3	143282
AGAP10P	
RPL32P34	
PTPN20	26095
TCEB1P29	
MESDC1	59274
PTCH2	8643
CCDC124	115098
MAP3K12	7786
KCNQ2	3785
C1QL3	389941
VIT	5212
HDAC11	79885
UBE2CP1	
	101927482
ESYT3	83850
NUP85	79902
FAM157C	
TUBA1C	84790
GLOD5	392465
FGD6	55785
CDX1	1044
DDI1	414301
XPO1	7514
C10orf11	83938
ZNF962P	
LARP7P1	
RBMY2NP	
	149950
ADAMTS2	9509
GUSBP1	728411
IQCF1	132141
LIMD2	80774
GCNT1P3	
DUSP21	63904
ENPP7	339221
RIMS1	22999
PSMF1	9491
C11orf52	91894
TAS2R16	50833
NCBP2L	
CEBPB-AS1	
RAD1P1	
HSD3BP2	
ATP11A	23250
PIEZO2	63895
EDA2R	60401
RPS3AP34	
AGAP1-IT1	100506749
VCY1B	353513
TRPS1	7227
DHPS	1725
RPS28P8	
HOXD12	3238
ZNF334	55713
PTPRS	5802
MON2	23041
KLF7	8609
HYDIN2	
SPCS2P4	
MICU3	286097
PMS2P9	
AKIRIN1P1	
GLDN	342035
PTF1A	256297
TAF5	6877
MTND1P4	
GSTM2P1	
PPIAP25	
MOSPD3	64598
SEMG1	6406
GPR174	84636
MORF4L1P4	
EYS	346007
MBL2	4153
NRBF2P2	
TOP2B	7155
TOP2B	100616477
PAX9	5083
OR51J1	
SYTL4	94121
ZNF879	345462
YARS2	51067
RBMY2KP	
RHOT1P3	
SNX18P3	
KRTAP9-11P	
R3HCC1	203069
PARS2	25973
ZNF404	342908
DPP3	10072
USP17L30	728419
ULK2	9706
DSG2-AS1	
USP35	57558
IGBP1-AS1	
IGKV2D-18	
C1QTNF9-AS1	
	399715
RNU6-157P	
RNU6-1140P	
RNU6-940P	
RNU1-78P	
MPP1	4354
RNU6-1311P	
SNRPGP10	
RN7SL536P	
	124923
RPL12	6136
MKX-AS1	
LINC01603	
SNORA24	677809
RNU7-22P	
	105376365
RNU6-250P	
POU2F3	25833
POU5F1P5	
WHAMMP2	
RNU6-848P	
RNA5SP438	
	101928266
MIR1251	100302289
MIR6827	102466744
MIR7151	102466814
CTSF	8722
NXF5	55998
AP4M1	9179
MIR1225	100188847
PRAC2	360205
CPLX3	594855
SNRPCP11	
LNX1	84708
MIR342	442909
MIR299	407023
MIR3115	100422866
NTN1	9423
ADGRE1	2015
RN7SL499P	
MIR345	442910
HNRNPA1P63	
NKX1-1	54729
BAIAP2L1	55971
CSTA	1475
MTCO1P15	
NWD2	57495
SETD6	79918
MIR4495	100616287
RNU6-355P	
RBM26	64062
MIR410	574434
RNU6-143P	
	100130476
TRIM13	10206
MIR6779	102465467
MIR183	406959
RNY4P19	
ANP32D	23519
RNU6-789P	
RN7SL216P	
TOX2	84969
RN7SL547P	
RNA5S5	100169756
MIR4289	100423015
SCAND1	51282
RNU7-161P	
MIR4493	100616319
CRP	1401
RN7SL285P	
UBA52P3	
SNORD8	319103
RNU6-227P	
VAV3	10451
HOXB5	3215
MEFV	4210
ANOS2P	
TRIM35	23087
SSTR2	6752
C22orf31	25770
RPL10P3	
TUB-AS1	101927917
BOD1P1	
CYP7B1	9420
AKIRIN1P2	
ACTG1P24	
RNF103-CHMP3	100526767
RAB36	9609
MTCO2P15	
TTC4P1	
OR4A50P	
GDPGP1	390637
	105371766
ZNF886P	
PLXNA4	91584
RPL23AP30	
DNAH3	55567
HOXB-AS3	404266
ADH1C	126
HMGB1P5	
EVC2	132884
NDUFAF4	29078
RNF103	7844
KLF15	28999
CPTP	80772
HADH	3033
FAM8A4P	
APOOP4	
COL6A6	131873
DPYSL2	1808
EIF5A2P1	
SAXO2	283726
IGHV3-19	
CRTC3	64784
	105369443
TRIM60P8Y	
VN1R20P	
RPL21P16	
KYAT1	883
MRPL45P1	
GPR101	83550
MUS81	80198
METTL17	64745
LAP3P2	
	101928944
VN1R90P	
ZFP1	162239
BHLHE22	27319
FAM58BP	
LINC01144	400752
MTRF1	9617
TRAPPC13P1	
VN1R33P	
ZNF550	162972
JADE1	79960
CCDC92B	
CSTL1	128817
OR10J4	
HMGN2P30	
FKBP2	2286
GGTLC4P	
C1orf61	10485
DUSP6	1848
UBE2V1P5	
MAPKAPK5	8550
EDA	1896
CES2	8824
LINC00200	399706
CENPK	64105
SLC22A2	6582
CPN1	1369
FOXRED1	55572
LAMB4	22798
EEF1DP1	
NMRK1	54981
BCAS2P2	
LINC01289	286184
SEC14L2	23541
BMS1P20	
HSPE1P1	
RBMY2FP	159162
LINC01347	731275
	100506127
LINC00543	100132234
TSPY21P	
HMGN1P19	
MFSD4B	91749
SLC39A13	91252
SSU72P8	
PES1P2	
CBFA2T2	9139
DOK7	285489
OR13C8	138802
AMPD3	272
OR13C2	392376
FAM60A	58516
AKAP8	10270
TMEM45B	120224
GJA4	2701
CTPS1	1503
WDCP	80304
POLD3	10714
	101927495
TSPAN5	10098
AK6P1	
CDCP1	64866
GJB4	127534
OSBP2	23762
	101928335
ALKBH8	91801
NDUFS6	4726
HHLA2	11148
ABCD1	215
TPSG1	25823
DOC2A	8448
SECISBP2L	9728
DEPDC1B	55789
OR5L2	26338
OXNAD1	92106
MID2	11043
MALAT1	378938
F13A1	2162
CAT	847
AP1M2	10053
LINC01159	102682016
HNRNPA1P25	
EGR2	1959
ANXA2P3	
HSD3BP1	
PRR34	55267
ARSI	340075
HOXD1	3231
HOXD1	102465802
KRT18P22	
MAP2K7	5609
WNT7B	7477
CNGB1	1258
MKNK2P1	
PRR34-AS1	
CTBP1-AS	285463
HSPE1P24	
POTEF	728378
UCHL3	7347
NADK	65220
OR1J1	347168
GTF2IP22	
CUEDC1	404093
ADAMTS7P3	
IFITM5	387733
KCNA2	3737
ZSWIM5P3	
RHOQP3	
CFL1P3	
PIP5KL1	138429
YIPF7	285525
FEZF1	389549
AGGF1	55109
SNRNP48	154007
FRMD4A	55691
CA4	762
RBM11P1	
RPS4Y2	140032
OR7E126P	
RSAD1	55316
NDUFB3	4709
IFNE	338376
GSC2	2928
PRICKLE2-AS3	
MIR31HG	
	100129216
ZNF143	7702
LINC01311	
MTCO1P29	
OTUB1	55611
MTND2P17	
MTND1P24	
ZNF859P	
TRAV38-1	
DNAH17-AS1	
EIF2B1	1967
ZMYM1	79830
TRAV35	
RPL36AP45	
ROS1	6098
SLC5A12	159963
EN1	2019
ZNF513	130557
SRSF12	135295
PHBP19	
LOXL4	84171
RAB1C	
FAM90A13P	
SNHG25	
KHSRPP1	
RBBP4P5	
APBB2	323
HRK	8739
OR4G3P	
AGBL4	84871
NPM1	4869
LAMP2	3920
RBMY1E	378950
MAGED4B	81557
SPANXN4	441525
LINC00184	100302691
KRT43P	
EXOSC3	51010
NMNAT1	64802
MAF	4094
HILPDA	29923
RPL13AP7	
PATE1	160065
SETP3	
OR51P1P	
CPVL	54504
CFAP58-AS1	
DAB1-AS1	101926890
CLN6	54982
HSPE1P26	
LSM1P1	
PMS2CL	
TRBJ2-2P	
MT4	84560
NFE2L3	9603
RNF7	9616
IQCJ-SCHIP1-AS1	
TMEM155	132332
	646588
ARHGAP19	84986
BCAP29	55973
PDZD9	255762
	101928924
SLC25A6P1	
EPPIN	57119
IFNWP19	
TMEM156	80008
PCSK9	255738
VRK2	7444
SDHAP1	255812
HNRNPUL2-BSCL2	
RPL39P28	
NDUFB8	4714
LRRC42	115353
TRIM60P9Y	
VIPR1	7433
CDK4	1019
CLEC18B	497190
RNASEH1	246243
CENPCP1	
PRICKLE2	166336
CDY2A	9426
OOEP	441161
JARID2	3720
YIPF6	286451
HCCS	3052
LINC00349	
IAPP	3375
OR9N1P	
SUCO	51430
NOX1	27035
AOC3	8639
LINC00961	
	644656
FAM167A	83648
SPATA1	
GFOD2	81577
CAMK2A	815
TSPY6P	
CNTFR	1271
RAP1GAP2	23108
DCHS1	8642
FMN2	56776
TFAP2A-AS1	
ATP1A1	476
SNRPGP12	
LUZP4P1	
GAS2	2620
HNRNPA1P44	
ATP1B3	483
AKR1B1P8	
TBC1D30	23329
RCC2P1	
PPP4R1-AS1	101927323
UCP3	7352
KRT18P8	
S1PR3	1903
TAF3	83860
RUNX2	860
HNRNPK	3190
HNRNPK	407043
LINC01570	101926950
